Nova Southeastern|51|Florida Gulf Coast|63
Manhattan|66|Florida State|81
St. Francis (NY)|62|Georgetown|83
Illinois-Springfield|57|Green Bay|88
Cal State Bakersfield|65|Hawaii|72
Colgate|52|La Salle|57
San Francisco State|64|Long Beach State|74
Gardner-Webb|82|Louisiana State|93
Boise State|77|Loyola Marymount|69
Hillsdale|68|Michigan|92
Cal Poly|49|Nevada|65
Aurora|56|Northern Illinois|86
Appalachian State|47|Ohio|73
North Carolina-Wilmington|56|Old Dominion|76
Tulsa|68|Oral Roberts|77
Delaware State|77|Pennsylvania|75
Southern Illinois|59|Saint Louis|62
Southeast Missouri State|56|San Diego|67
San Diego Christian|58|Santa Clara|70
Florida A&amp;M|65|South Carolina Upstate|78
Portland State|76|Southern California|68
Dartmouth|57|St. Bonaventure|77
Austin Peay|70|Western Kentucky|77
Pfeiffer|59|Winthrop|82
Kent State|69|Youngstown State|61
Buffalo|52|Kentucky|71
Norfolk State|39|Virginia|67
Cal State Northridge|68|Arizona|86
Chattanooga|45|Wisconsin|89
Navy|53|Notre Dame|92
Southeastern Louisiana|53|Oklahoma|78
Alabama State|79|Arkansas|97
Robert Morris|59|North Carolina|103
Lafayette|56|West Virginia|83
Arkansas-Monticello|64|Arkansas-Little Rock|77
Berea|63|Austin Peay|68
Massachusetts|71|Boston College|62
Northeastern|71|Boston University|65
Kennesaw State|59|California|93
Holy Names|42|California-Davis|57
Pacific|50|California-Irvine|68
Stetson|55|Central Florida|64
Chicago State|66|Creighton|84
Idaho State|38|Denver|54
North Carolina-Asheville|83|East Carolina|79
Charlotte|73|Elon|60
Princeton|60|George Mason|63
Saint Peter's|50|Hartford|51
Holy Cross|58|Harvard|57
Goucher|54|Howard|101
Coppin State|56|Illinois|114
Utah State|60|Illinois State|55
Florida National University|61|Jacksonville|72
Louisiana State-Alexandria|75|Lamar|78
Cornell|71|Loyola (MD)|76
Savannah State|47|Marshall|66
Southern Utah|63|Miami (OH)|76
Valparaiso|41|Missouri|56
Northern Kentucky|61|Nebraska|80
Central Arkansas|75|Nebraska-Omaha|100
Sam Houston State|57|Nevada-Las Vegas|59
Cal State Fullerton|59|New Mexico|67
Wright State|76|Ohio Dominican|64
Prairie View|52|Oklahoma State|74
Fordham|54|Penn State|73
Samford|56|Pittsburgh|63
IUPUI|57|Purdue|77
Massachusetts-Lowell|56|Rhode Island|72
George Washington|70|Rutgers|53
South Carolina State|52|San Francisco|91
Portland|73|San Jose State|68
Mercer|47|Seton Hall|63
Jackson State|64|South Florida|73
South Dakota|73|Stanford|84
Hampton|47|Syracuse|65
Alcorn State|53|Texas|85
Northern Arizona|58|Toledo|71
Coastal Carolina|71|UCLA|84
Trevecca Nazarene|56|Vanderbilt|83
Aquinas|57|Western Michigan|87
Northern Colorado|70|Wyoming|78
Oberlin|53|Youngstown State|71
Maryland-Eastern Shore|44|Villanova|81
Southern Methodist|56|Gonzaga|72
Central Connecticut State|57|Maryland|93
Jacksonville State|39|Louisville|88
Georgia State|58|Iowa State|81
Binghamton|45|Providence|66
Western Carolina|74|Alabama|80
Young Harris|81|Alabama-Birmingham|94
Saint Francis (PA)|46|American|49
Bethune-Cookman|39|Arizona State|49
Cal State Bakersfield|49|Arkansas-Pine Bluff|56
Tennessee-Martin|75|Arkansas State|73
Indiana-Kokomo|62|Ball State|101
Northwestern|69|Brown|56
Sacramento State|70|California-Riverside|69
Erskine|50|Charleston Southern|92
Winthrop|77|Clemson|74
Tiffin|56|Cleveland State|85
Gardner-Webb|80|College of Charleston|67
Baptist Bible (PA)|63|Delaware State|104
Saint Joseph's|52|Drexel|49
Eureka|51|Eastern Illinois|81
Oakland|77|Eastern Michigan|89
Utah Valley|50|Eastern Washington|75
Fairleigh Dickinson-Florham|61|Fairleigh Dickinson|102
Miami (FL)|69|Florida|67
Warner Southern|49|Florida Atlantic|74
California-Santa Barbara|75|Florida Gulf Coast|81
Bristol University|55|Fresno State|93
Montana State|45|Grand Canyon|61
Hillsdale|53|Houston Baptist|89
South Dakota State|77|Idaho|82
Western Illinois|64|Illinois-Chicago|67
Texas Southern|64|Indiana|83
North Dakota State|56|Iowa|87
Radford|71|James Madison|74
Missouri-Kansas City|73|Kansas State|83
Delaware|55|Liberty|61
Belmont|87|Lipscomb|62
Champion Baptist|39|Louisiana-Monroe|106
McKendree|68|Loyola (IL)|78
Bucknell|53|Michigan|77
Minnesota-Crookston|54|Milwaukee|75
Mississippi Valley State|68|Mississippi State|89
Cincinnati Christian|79|Morehead State|87
Towson|51|Morgan State|46
Adams State|64|Nevada|69
Maine|86|NJIT|90
South Carolina Upstate|63|North Carolina A&amp;T|46
Hofstra|64|North Carolina State|76
Webber|55|North Florida|79
Nicholls State|57|North Texas|71
Lyon|64|Northwestern State|75
Detroit Mercy|66|Oregon|83
Cal Lutheran|61|Pepperdine|76
Vermont|84|Siena|76
Louisiana State-Alexandria|65|Southern|76
Tennessee Tech|58|Southern California|70
IPFW|74|Southern Illinois-Edwardsville|71
South Alabama|59|Southern Mississippi|68
Franklin Pierce|81|St. John's (NY)|94
Louisiana Tech|75|Temple|82
Washington State|54|Texas Christian|81
Texas-Pan American|63|Texas-San Antonio|62
Mississippi|74|Troy|64
Wake Forest|71|Tulane|49
Louisiana-Lafayette|53|Tulsa|64
Presentation College|49|Weber State|74
Newbury|51|Yale|97
Kentucky|72|Kansas|40
South Carolina State|55|Virginia|75
Michigan State|71|Duke|81
Wichita State|71|Memphis|56
Northern Iowa|79|Stephen F. Austin|77
Utah|49|San Diego State|53
Baylor|69|South Carolina|65
Chattanooga|48|Butler|70
Marquette|63|Ohio State|74
Murray State|68|Middle Tennessee|49
Montana|67|Boise State|72
Arkansas-Little Rock|62|Brigham Young|91
San Francisco State|44|Cal Poly|65
Youngstown State|63|Central Michigan|75
Indiana-Northwest|51|Chicago State|102
Columbia International|51|Coastal Carolina|82
Auburn|59|Colorado|90
Wagner|56|Columbia|70
Colgate|52|Cornell|58
Campbell|51|Davidson|86
Drake|62|DePaul|80
Virginia Wise|66|East Tennessee State|111
Kentucky Christian|35|Eastern Kentucky|115
Northeastern|76|Florida State|73
Texas A&amp;M-Corpus Christi|62|Georgetown|78
Stony Brook|70|Georgia|80
Trinity (CT)|49|Georgia Southern|86
Alabama A&amp;M|46|Georgia Tech|66
Lyon|49|Grambling|55
High Point|62|Hawaii|54
Huston-Tillotson|63|Incarnate Word|94
Saint Louis|69|Indiana State|56
Jackson State|66|Jacksonville|57
Malone|52|Kent State|62
Canisius|63|Lehigh|51
Texas Tech|64|Louisiana State|69
West Virginia Tech|65|Marshall|87
Manhattan|68|Massachusetts|77
Louisiana College|63|McNeese State|90
Western Kentucky|54|Minnesota|76
Central Arkansas|56|Nebraska|82
Thomas (ME)|36|New Hampshire|84
Cairn|61|New Orleans|88
College of Faith|65|North Carolina Central|123
North Carolina-Wilmington|84|North Carolina-Greensboro|72
Mayville State|39|North Dakota|76
Northwest Oklahoma State|45|Oklahoma State|91
Richmond|57|Old Dominion|63
Corban|62|Oregon State|86
Rider|73|Pennsylvania|57
Willamette|63|Portland State|84
Piedmont|72|Presbyterian|82
La Salle|60|Quinnipiac|58
New Mexico State|71|Saint Mary's (CA)|83
Hannibal-LaGrange|49|Southeast Missouri State|86
Florida International|53|Stetson|52
Southern Illinois|84|Tennessee State|67
Buffalo|74|Texas-Arlington|68
Toledo|78|Virginia Commonwealth|87
Johnson University|42|Virginia Military Institute|124
Howard|49|William &amp; Mary|56
Iona|73|Wofford|86
Western State|46|Wyoming|61
Long Beach State|74|Xavier|97
California-Irvine|54|Arizona|71
Green Bay|60|Wisconsin|84
Saint Joseph's|42|Gonzaga|94
Coppin State|67|Notre Dame|104
Oklahoma|63|Creighton|65
Wake Forest|53|Arkansas|83
Colorado Christian|47|Air Force|70
NJIT|48|Albany (NY)|65
Trevecca Nazarene|76|Belmont|96
Hartwick|51|Binghamton|82
Wright State|55|Bowling Green State|70
Robert Morris|68|Bradley|61
Southern Virginia|48|Brigham Young|101
Montana State|65|Cal State Northridge|72
Morehead State|61|Cincinnati|69
Toccoa Falls|58|Citadel|71
Jacksonville State|46|Cleveland State|60
Walla Walla|34|Eastern Washington|95
Ohio|62|Florida Gulf Coast|79
Appalachian State|65|Furman|84
Dartmouth|48|Hartford|53
Hawaii-Hilo|71|Hawaii|89
Brown|65|Holy Cross|80
Longwood|60|James Madison|82
Princeton|66|Lafayette|83
Maryland-Baltimore County|38|Loyola (MD)|45
Kennesaw State|66|Mercer|74
Evansville|69|Miami (OH)|50
IUPUI|70|Milwaukee|68
Oral Roberts|64|Missouri|78
Missouri S&amp;T|77|Missouri-Kansas City|90
Avila|39|Missouri State|87
Maryland-Eastern Shore|53|Mount St. Mary's|41
Northern Colorado|65|New Mexico State|86
Boston University|71|Norfolk State|63
Johnson &amp; Wales (NC)|48|North Carolina-Asheville|87
Delaware State|55|North Texas|62
North Carolina A&amp;T|55|Northern Kentucky|68
Western Michigan|82|Oakland|71
Prairie View|64|Rice|68
Fairleigh Dickinson|44|Rutgers|61
Simpson|42|Sacramento State|74
Austin Peay|67|Samford|68
Florida A&amp;M|41|San Diego|72
Notre Dame de Namur|46|San Francisco|86
Pepperdine|63|San Jose State|44
Nebraska-Omaha|74|Seattle|98
Siena|73|St. Bonaventure|70
Army|74|St. Francis (NY)|71
Long Island University|53|St. John's (NY)|66
Lamar|55|Texas State|65
Abilene Christian|39|Tulsa|65
Santa Clara|54|Utah State|60
Indiana-South Bend|55|Valparaiso|91
Southern Vermont|41|Vermont|86
Liberty|63|Virginia Tech|73
Bucknell|65|Villanova|72
Fordham|50|Maryland|66
Morgan State|53|Northern Iowa|73
West Virginia|91|George Mason|65
Southern Methodist|68|Indiana|74
Navy|51|Providence|88
Brescia|56|Murray State|89
Southern California|46|Akron|66
Southern Mississippi|67|Alabama|81
South Florida|73|Alabama-Birmingham|71
Loyola Marymount|44|Arizona State|68
New Mexico|65|Boston College|69
New Hampshire|63|Bryant|72
Syracuse|59|California|73
Eckerd|59|Central Florida|76
Penn State|97|Charlotte|106
Connecticut|65|College of Charleston|57
South Carolina|69|Cornell|45
Texas A&amp;M|53|Dayton|55
Miami (FL)|66|Drexel|46
Virginia-Lynchburg|51|East Carolina|92
California-Davis|63|Eastern Illinois|61
Texas-Arlington|66|Grand Canyon|64
Florida Atlantic|49|Harvard|71
Texas|71|Iowa|57
Northwestern State|89|Louisiana State-Alexandria|79
Detroit Mercy|62|Michigan|71
Franklin Pierce|57|Minnesota|109
Southern|38|Mississippi|69
Jacksonville|43|North Carolina State|79
Fresno State|52|Northern Arizona|73
Idaho|67|Northern Illinois|78
North Florida|67|Northwestern|69
Pacific Union|56|Pacific|81
Grambling|30|Purdue|82
Howard|52|Radford|61
Massachusetts-Lowell|57|Sacred Heart|54
Keystone|69|Saint Francis (PA)|102
Denver|62|Saint Mary's (CA)|78
Niagara|61|Saint Peter's|59
Cal State Bakersfield|27|San Diego State|51
Winthrop|58|Savannah State|59
Bob Jones University|41|South Carolina Upstate|107
Palm Beach Atlantic|85|Stetson|96
Texas Southern|58|Tennessee|70
Champion Baptist|29|Tennessee-Martin|115
Fisk|60|Tennessee State|75
New Orleans|71|Texas Christian|86
Mississippi Valley State|61|Tulane|100
Nicholls State|74|UCLA|107
Lipscomb|62|Vanderbilt|72
Maryland-Eastern Shore|66|Virginia Commonwealth|106
NYIT|49|Wagner|83
Bluefield (WV)|57|William &amp; Mary|100
Boston University|65|Kentucky|89
George Washington|42|Virginia|59
Temple|54|Duke|74
California-Riverside|42|Utah|88
Prairie View|45|Baylor|60
Marshall|67|Louisville|85
Delaware State|71|Arkansas|99
West Virginia|70|Boston College|66
Miami (FL)|79|Akron|51
Hampton|82|Alcorn State|69
Presbyterian|38|American|63
Valparaiso|59|Arkansas-Pine Bluff|46
Louisiana-Lafayette|80|Auburn|105
Delaware|60|Cal Poly|78
Texas|71|California|55
Towson|58|Central Connecticut State|49
Maine|48|Central Michigan|76
South Carolina|63|Charlotte|65
Gardner-Webb|72|Clemson|70
Texas A&amp;M|59|College of Charleston|50
Georgia State|70|Colorado State|80
Dayton|64|Connecticut|75
Penn State|72|Cornell|71
Southern California|72|Drexel|70
Youngstown State|62|Eastern Michigan|71
Wofford|54|Fairfield|36
Louisiana-Monroe|56|Florida|61
Florida Memorial|48|Florida International|74
New Mexico|69|George Mason|58
Troy|60|Georgia|82
IPFW|69|Georgia Tech|78
Florida A&amp;M|49|Grand Canyon|64
Pittsburgh|70|Hawaii|74
Stony Brook|65|Hofstra|66
Austin Peay|66|Illinois|107
Yale|70|Illinois-Chicago|58
Weber State|64|Illinois State|73
Syracuse|66|Iowa|63
Southern Illinois|51|Kent State|74
Kansas State|60|Long Beach State|69
North Carolina-Greensboro|79|Longwood|81
Old Dominion|70|Louisiana State|61
Morehead State|64|Louisiana Tech|73
Jarvis Christian|70|McNeese State|85
Loyola (IL)|52|Michigan State|87
Bethune-Cookman|50|Monmouth|73
Seton Hall|68|Nevada|60
Stanford|89|Nevada-Las Vegas|60
Kennesaw State|55|North Dakota State|68
Milwaukee|68|Oklahoma State|82
Toledo|68|Oregon|78
Oral Roberts|42|Oregon State|55
Lehigh|74|Rider|78
South Dakota|85|Sam Houston State|93
Washington|63|Seattle|48
North Dakota|72|South Dakota State|74
Iona|85|Wake Forest|81
Idaho State|68|Washington State|80
Hiwassee|53|Western Carolina|72
Stephen F. Austin|63|Xavier|81
Stanford|59|Duke|70
Boise State|54|Wisconsin|78
St. Thomas Aquinas|55|Gonzaga|109
North Florida|49|Northern Iowa|66
Notre Dame|81|Massachusetts|68
North Carolina|90|Davidson|72
Loyola (MD)|39|Butler|80
Eastern Washington|68|Southern Methodist|77
Providence|80|Florida State|54
Duquesne|102|Abilene Christian|81
Western State|60|Air Force|90
Oakwood|61|Alabama A&amp;M|81
Quinnipiac|76|Albany (NY)|73
Kennesaw State|83|Alcorn State|80
Missouri-Kansas City|68|Arkansas-Little Rock|73
Towson|63|Bethune-Cookman|42
Manhattan|78|Binghamton|63
Mount St. Mary's|73|Bucknell|69
San Jose State|66|Cal State Fullerton|70
Samford|72|Cal State Northridge|79
Master's|45|California-Santa Barbara|91
Colgate|54|Campbell|48
Southeast Missouri State|74|Central Arkansas|68
Wright State|86|Charleston Southern|79
Trinity Christian|52|Chicago State|75
Bob Jones University|50|Citadel|81
Nevada|50|Clemson|59
Piedmont|33|Coastal Carolina|76
South Alabama|53|Detroit Mercy|66
North Carolina-Asheville|87|East Tennessee State|98
Cincinnati-Clermont|50|Eastern Kentucky|115
North Carolina-Greensboro|62|Eastern Michigan|70
Sam Houston State|74|Fairfield|60
California-Davis|58|Furman|55
Robert Morris|66|Georgetown|80
Florida Christian|41|Georgia Southern|97
Morgan State|57|Houston|72
Kent State|78|Illinois-Chicago|60
Lamar|72|Indiana|85
Brown|66|Indiana State|78
Ball State|69|IUPUI|71
Miles|71|Jacksonville State|88
Saint Peter's|50|La Salle|59
Transylvania|63|Lipscomb|74
Youngstown State|82|Longwood|72
Weber State|58|Louisiana State|72
American|44|Louisiana Tech|63
Army|76|Marist|62
Nebraska-Omaha|97|Marquette|89
Liberty|52|Miami (OH)|63
Southern|48|Middle Tennessee|66
Maryland-Baltimore County|51|Minnesota|69
Utah State|63|Mississippi State|71
Central Connecticut State|50|Monmouth|65
Presbyterian|49|Morehead State|69
Northeastern|68|Navy|44
Temple|50|Nevada-Las Vegas|57
Hartford|65|Niagara|62
Massachusetts-Lowell|63|NJIT|61
Texas Southern|66|Norfolk State|76
Hampton|66|North Dakota State|74
Ohio Mid-Western|48|Northern Kentucky|98
Elon|67|Northwestern|68
Lafayette|83|Pennsylvania|77
Southern Illinois-Edwardsville|53|Portland|75
Incarnate Word|79|Princeton|68
Nebraska|62|Rhode Island|66
William &amp; Mary|69|Rice|65
High Point|56|Richmond|80
Maryland-Eastern Shore|53|Saint Francis (PA)|57
Vermont|60|Saint Joseph's|68
Cleveland State|83|Savannah State|87
Wofford|72|South Dakota|68
Yale|53|Southern Illinois|46
Utah Valley|85|Southern Utah|75
Canisius|53|St. Bonaventure|59
Chattanooga|67|Tennessee Tech|69
Houston Baptist|69|Texas-Arlington|87
New Mexico State|76|Texas-El Paso|77
Texas A&amp;M-Kingsville|77|Texas-Pan American|82
Texas State|67|Texas-San Antonio|80
Missouri State|68|Texas Tech|80
Southern-New Orleans|45|Tulane|89
North Carolina-Wilmington|110|Virginia Military Institute|93
Appalachian State|65|Virginia Tech|63
Southeastern Louisiana|57|Western Illinois|60
Belmont|64|Western Kentucky|63
Drake|75|Western Michigan|91
Colorado|33|Wyoming|56
Montana State|28|Kentucky|86
Newman|57|Wichita State|105
Providence|75|Notre Dame|74
Northwestern State|68|Oklahoma|90
West Virginia|78|Connecticut|68
Sacred Heart|48|Ohio State|106
South Carolina|63|Akron|68
Jackson State|50|Alabama-Birmingham|58
Morehead State|46|American|51
Cal State Northridge|88|Arkansas-Little Rock|94
Central Connecticut State|60|Bethune-Cookman|65
Navy|70|Binghamton|68
Dayton|65|Boston College|53
North Carolina A&amp;T|50|Bradley|58
Delaware|52|Cal State Bakersfield|70
St. Katherine|49|California-Riverside|102
South Carolina Upstate|69|Central Florida|76
Arkansas-Pine Bluff|43|Central Michigan|75
Miami (FL)|77|Charlotte|58
Eastern Illinois|49|Cincinnati|54
George Mason|60|College of Charleston|61
Mercer|62|Colorado State|75
Drexel|61|Cornell|59
North Carolina Central|45|Creighton|65
Coppin State|54|Denver|80
Longwood|48|Eastern Michigan|79
South Dakota|72|Fairfield|80
Massachusetts|75|Florida State|69
Massachusetts-Lowell|64|Fordham|57
Seton Hall|85|Gardner-Webb|67
Florida Atlantic|61|Georgia|74
Wagner|71|Hofstra|93
Nichols|70|Holy Cross|101
Hood|51|Howard|78
Southern Illinois|67|Illinois-Chicago|60
Old Dominion|45|Illinois State|64
Yale|66|Kent State|59
Columbia|54|Lehigh|44
Presbyterian|48|Louisiana Tech|76
San Diego Christian|60|Loyola Marymount|82
Valparaiso|93|Maine|70
Northeastern|65|Manhattan|51
Northern Arizona|74|Mississippi|80
Samford|64|Missouri-Kansas City|55
Towson|79|Monmouth|75
Texas A&amp;M|64|New Mexico|51
Youngstown State|76|North Carolina-Greensboro|67
South Florida|65|North Carolina State|68
Iona|78|North Texas|58
Washington|76|Pacific|69
Southern California|61|Penn State|63
Catawba|52|Radford|88
St. Francis (NY)|73|Rutgers|76
Texas A&amp;M-Corpus Christi|62|Saint Louis|56
California-Irvine|69|Saint Mary's (CA)|72
Wofford|64|Sam Houston State|53
Montana|66|Seattle|62
Merchant Marine|54|Stony Brook|89
Long Beach State|63|UCLA|77
Tennessee State|46|Vanderbilt|78
Virginia Commonwealth|53|Villanova|77
Missouri|53|Arizona|72
Rider|60|Kansas|87
Maryland|78|Arizona State|73
Stephen F. Austin|51|Baylor|67
Savannah State|26|Louisville|87
Iowa State|84|Alabama|74
Murray State|62|Xavier|89
Dillard|73|Alcorn State|95
Hampton|74|Appalachian State|82
Tulsa|53|Auburn|35
Grambling|46|Ball State|88
Lipscomb|77|Belmont|82
San Diego State|92|Brigham Young|87
Pittsburgh|81|Chaminade|68
Georgia State|69|Chicago State|46
Louisiana State|61|Clemson|64
Maryland-Eastern Shore|55|Detroit Mercy|69
Green Bay|66|East Carolina|49
Fresno State|52|Evansville|58
Marist|43|Florida Gulf Coast|58
Old Dominion|58|Gardner-Webb|46
Florida International|72|Georgia Southern|78
San Francisco|88|Hawaii|73
Brown|68|Illinois|89
Seton Hall|84|Illinois State|80
Texas A&amp;M-International|83|Incarnate Word|105
Eastern Washington|88|Indiana|86
Austin Peay|57|Indiana State|61
Pepperdine|61|Iowa|72
Jacksonville|71|IPFW|89
Colgate|71|James Madison|77
Purdue|79|Kansas State|88
Milwaukee|56|Louisiana-Lafayette|52
NJIT|57|Marquette|62
Prairie View|49|Memphis|77
Oregon|63|Michigan|70
Santa Clara|52|Michigan State|79
Weber State|59|Nevada|56
Stetson|68|New Mexico State|88
Colorado Christian|58|Northern Colorado|93
Western Carolina|88|Oakland|79
Oregon State|53|Oklahoma State|66
Southern Illinois-Edwardsville|87|Portland State|90
Western Michigan|70|San Diego|77
Chadron State|42|South Dakota State|87
Southeastern Louisiana|62|Tennessee Tech|81
Mississippi Valley State|53|Texas Christian|106
Bucknell|65|Toledo|92
Nicholls State|48|Wake Forest|75
East Tennessee State|69|Winthrop|64
Florida A&amp;M|45|Wyoming|66
Texas-Arlington|44|Kentucky|92
Tennessee State|36|Virginia|79
Villanova|60|Michigan|55
Kansas State|68|Arizona|72
Maryland|72|Iowa State|63
Virginia Tech|54|Northern Iowa|73
Arkansas|78|Southern Methodist|72
Jarvis Christian|65|Abilene Christian|91
Arizona State|71|Alabama|76
Jacksonville State|67|Alabama A&amp;M|61
Lamar|63|Arkansas State|58
Binghamton|54|Army|80
Tennessee-Martin|74|Bethune-Cookman|56
Idaho|75|Boise State|86
Southeast Missouri State|54|Bowling Green State|62
Texas A&amp;M-Corpus Christi|38|Bradley|52
Chaminade|85|Brigham Young|121
Maryland-Eastern Shore|55|Bucknell|58
Central Arkansas|67|Charleston Southern|80
Miami (FL)|77|Charlotte|74
North Carolina Central|50|Cincinnati|59
Air Force|53|Colorado|68
Fairleigh Dickinson|47|Columbia|57
Eastern Illinois|53|Creighton|75
Toledo|79|Detroit Mercy|82
IUPUI|60|Drake|73
Fresno State|52|East Carolina|58
Morgan State|73|Elon|74
Green Bay|64|Evansville|62
San Francisco|47|Florida Gulf Coast|62
Citadel|55|Florida State|66
Western Carolina|70|Georgia State|85
Buffalo|80|Grand Canyon|64
Houston|63|Harvard|84
Marist|55|Hawaii|62
Peace|71|High Point|88
